is_pluie,is_weekend,is_ferie,mois,k_moyen,jour,population,meteo_temp_min,meteo_temp_moy,jour_semaine_num,q_moyen,trimestre,meteo_temp_max,semaine_annee,meteo_precipitations,trafic_eleve,annee,ratio_saturation,saison_ete,saison_hiver,saison_printemps,jour_semaine_Monday,jour_semaine_Saturday,jour_semaine_Sunday,jour_semaine_Thursday,jour_semaine_Tuesday,jour_semaine_Wednesday
1,0,0,10,13.579416071428572,17,15207,16.3,16.8,3,983.345238095238,4,19.1,42,47.1,1,2024,0.013795379452137633,0,0,0,0,0,0,1,0,0
1,0,0,7,3.96222,3,137426,13.8,17.8,2,309.4791666666667,3,22.2,27,1.2,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,1
1,0,0,7,3.96222,3,137426,13.8,17.8,2,309.4791666666667,3,22.2,27,1.2,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,1
0,0,0,7,4.0530550000000005,5,182347,14.5,21.1,4,403.8392857142857,3,27.7,27,0.0,1,2024,0.01001151603369944,1,0,0,0,0,0,0,0,0
0,0,0,7,4.0530550000000005,5,182347,14.5,21.1,4,403.8392857142857,3,27.7,27,0.0,1,2024,0.01001151603369944,1,0,0,0,0,0,0,0,0
0,0,0,6,3.96222,24,138907,14.5,22.8,0,309.4791666666667,2,29.8,26,0.0,0,2024,0.012355507797346572,1,0,0,1,0,0,0,0,0
0,0,0,6,3.96222,24,138907,14.5,22.8,0,309.4791666666667,2,29.8,26,0.0,0,2024,0.012355507797346572,1,0,0,1,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
0,0,0,7,3.96222,5,84310,14.5,21.1,4,309.4791666666667,3,27.7,27,0.0,0,2024,0.012355507797346572,1,0,0,0,0,0,0,0,0
